Rec #	Sample ID	Mineral	%SiO2	%TiO2	%Al2O3	%Cr2O3	%Fe2O3	%FeO	%MnO	%MgO	%CaO	%Na2O	%K2O	%P2O5	%LOI	Cu(ppm)	Ni(ppm)	Co(ppm)	Zn(ppm)	V(ppm)	Source	Text
702	PL-MDD-065	PLG 	53.02	0.04	29.56	0.00	0.13	0.32	0.01	0.30	12.67	4.18	0.27	0.01	0.16	0.00	0.00	0.00	0.00	0.00	MHC (Lundgaard et al. 2006)	An 62.6
703	AA-A1S-001	ANN	36.69	0.00	10.40	0.00	0.00	43.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Calculated composition (NH4)2Fe6[Si6Al2O20]OH4	"(NH4)2O: 5.308 %, H2O: 3.669 %"
704	AA-A1S-002	ANN	24.51	0.00	20.83	0.00	16.31	29.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Calculated composition (NH4)2(Fe2+)4(Fe3+)2[Si6Al4O20]OH4	"(NH4)2O: 5.308 %, H2O: 3.669 %"
705	AA-A1S-003	ANN	32.43	0.00	14.04	0.00	5.70	38.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Calculated composition (NH4)2(Fe2+)5.3(Fe3+)0.7[Si5.3Al2.7O20]OH4	"(NH4)2O: 5.312 %, H2O: 3.671 %"
706	AA-A1S-004	ANN	24.17	0.00	30.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Calculated composition (NH4)2Ni4Al2[Si4Al4O20]F4	"NiO: 30.09 %, NH4F: 14.92 %"
707	DB-ACM-001	BULK	54.46	0.88	13.85	0.00	12.45	0.00	0.18	4.05	9.16	2.00	1.13	0.12	0.82	0.00	0.00	0.00	0.00	0.00		All Fe reported as Fe2O3
708	UH-MBW-001	BULK	50.12	1.98	13.93	0.00	13.42	0.00	0.22	6.32	10.81	2.55	0.30	0.21	0.00	0.00	0.00	0.00	0.00	0.00		
709	UH-MBW-002	BULK	50.22	1.98	14.05	0.00	13.44	0.00	0.22	6.39	10.92	2.52	0.29	0.21	0.00	0.00	0.00	0.00	0.00	0.00		
710	UH-MBW-003	BULK	70.75	0.91	12.65	0.00	4.78	0.00	0.12	1.12	2.94	3.83	2.24	0.18	0.00	0.00	0.00	0.00	0.00	0.00		
711	UH-MBW-004	BULK	49.35	1.81	14.86	0.00	13.19	0.00	0.22	7.22	10.91	2.27	0.29	0.19	0.00	0.00	0.00	0.00	0.00	0.00		
712	UH-MBW-005	BULK	50.17	2.37	13.98	0.00	13.50	0.00	0.22	6.05	10.23	2.61	0.46	0.26	0.00	0.00	0.00	0.00	0.00	0.00		
713	UH-MBW-006	BULK	50.53	2.39	14.08	0.00	13.47	0.00	0.22	5.99	10.14	2.68	0.47	0.26	0.00	0.00	0.00	0.00	0.00	0.00		
714	UH-MBW-007	BULK	50.33	2.07	14.06	0.00	13.56	0.00	0.22	6.21	10.67	2.59	0.31	0.23	0.00	0.00	0.00	0.00	0.00	0.00		
715	UH-MBW-008	BULK	50.08	1.92	14.16	0.00	13.28	0.00	0.22	6.66	11.16	2.43	0.27	0.20	0.00	0.00	0.00	0.00	0.00	0.00		
716	UH-MBW-009	BULK	49.64	1.75	14.56	0.00	12.84	0.00	0.21	6.90	11.62	2.24	0.22	0.17	0.00	0.00	0.00	0.00	0.00	0.00		
717	UH-MBW-010	BULK	49.85	1.83	14.23	0.00	13.12	0.00	0.22	6.81	11.44	2.44	0.24	0.18	0.00	0.00	0.00	0.00	0.00	0.00		
718	UH-MBW-011	BULK	49.60	1.83	13.77	0.00	15.37	0.00	0.24	6.38	10.06	2.47	0.29	0.18	0.00	0.00	0.00	0.00	0.00	0.00		
719	UH-MBW-012	BULK	49.56	1.78	13.63	0.00	15.35	0.00	0.24	6.57	10.17	2.44	0.28	0.17	0.00	0.00	0.00	0.00	0.00	0.00		
720	KK-KRK-001	OLV 	40.40	0.00	0.00	0.00	0.00	8.90	0.13	49.80	0.07	0.00	0.00	0.00	0.00	0.00	3900.00	0.00	0.00	0.00		
721	PX-DWS-012	PIG 	50.56	0.58	1.41	0.00	0.12	23.17	0.00	16.10	7.05	0.26	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"Taken from Deer, Howie, and Zussman."	H2O: 0.07 wt%
722	PX-DWS-013	AEG	52.48	0.67	0.96	0.00	31.74	0.93	0.10	0.15	0.28	12.05	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"Taken from Deer, Howie, and Zussman."	
723	PX-DWS-014	SPO	62.91	0.00	28.42	0.00	0.53	0.00	0.00	0.13	0.11	0.46	0.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"Taken from Deer, Howie, and Zussman."	H2O+: 0.28 wt%
724	PX-DWS-015	JAD	56.54	0.44	18.38	0.00	5.67	1.05	0.10	1.44	2.69	13.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"Taken from Deer, Howie, and Zussman."	"H2O+: 0.20, H2O: 0.05 wt%"
725	GS-MDD-035-A	GLS 	45.50	0.40	7.90	0.00	21.40	0.00	0.00	17.20	8.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		
726	GS-MDD-036-A	GLS 	46.10	1.60	14.30	0.00	15.20	0.00	0.00	12.50	10.40	0.80	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00		
727	GS-MDD-037-A	GLS 	46.26	0.98	12.98	0.00	21.50	0.00	0.00	6.47	12.73	0.29	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00		
728	GS-MDD-038-A	GLS 	44.97	0.30	26.74	0.00	5.25	0.00	0.00	6.86	15.64	0.23	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00		
729	GS-MDD-039-A	GLS 	50.19	0.00	13.45	0.00	0.00	0.00	0.00	14.17	22.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		
730	JG-JJG-003	GLS 	41.65	4.85	7.63	0.00	0.00	22.42	0.35	13.06	8.41	0.45	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	University of Hawaii electron microprobe	
731	JG-JJG-004	GLS 	41.65	4.85	7.63	0.00	0.00	22.42	0.35	13.06	8.41	0.45	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	University of Hawaii electron microprobe	
732	JG-JJG-005	GLS 	41.65	4.85	7.63	0.00	0.00	22.42	0.35	13.06	8.41	0.45	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	University of Hawaii electron microprobe	
733	JG-JJG-006	GLS 	37.75	9.99	6.57	0.00	0.00	22.64	0.29	13.82	7.55	0.37	0.06	0.03	0.00	0.00	0.00	0.00	0.00	0.00	University of Hawaii electron microprobe	
734	GS-MDD-040-A	GLS 	56.50	0.67	16.60	0.00	6.89	0.00	0.12	6.00	8.23	3.16	1.48	0.11	0.00	0.00	0.00	0.00	0.00	0.00		
735	GS-MDD-041-A	GLS 	61.20	0.68	16.22	0.00	0.67	3.81	0.09	4.18	6.56	4.06	1.03	0.23	0.00	0.00	0.00	0.00	0.00	0.00		H2O: 1.44 wt%
736	GS-MDD-042-A	GLS 	65.28	0.49	16.70	0.00	1.48	2.03	0.06	2.55	5.23	4.66	1.50	0.12	0.00	0.00	0.00	0.00	0.00	0.00		H2O: 0.31 wt%
737	GS-MDD-043-A	GLS 	68.89	0.29	14.64	0.00	1.63	1.03	0.07	0.47	1.79	6.00	2.74	0.09	0.00	0.00	0.00	0.00	0.00	0.00		H2O: 1.24 wt%
738	UH-MBW-065-R	BULK	61.00	0.40	12.00	0.02	15.00	0.00	0.12	6.00	3.00	1.50	0.50	0.05	0.00	150.00	100.00	0.00	120.00	300.00		"V2O3: 0.03, NiO: 0.01, ZnO: 0.012, SO3: 0.09, Cl: 0.028, BaO: 0.023, SrO: 0.0192, CuO: 0.015, Rb2O: 0.0099, Y2O3: 0.003 wt%"
739	UH-MBW-065-S	BULK	56.70	0.63	16.40	0.01	8.65	0.00	0.13	3.80	9.58	2.55	1.24	0.12	0.00	100.00	70.00	0.00	90.00	300.00		"V2O3: 0.03, NiO: 0.007, ZnO: 0.009, SO3: 0.035, Cl: 0.017, BaO: 0.04, SrO: 0.018, CuO: 0.01, Rb2O: 0.005, Y2O3: 0.003 wt%"
740	UH-MBW-066-R	BULK	56.00	0.70	16.00	0.02	9.40	0.00	0.13	3.40	9.50	2.80	1.40	0.15	0.00	160.00	90.00	30.00	100.00	330.00		"V2O3: 0.033, NiO: 0.009, ZnO: 0.01, SO3: 0.055, Cl: 0.047, BaO: 0.036, SrO: 0.02, CuO: 0.016, Rb2O: 0.006, Y2O3: 0.003 wt%"
741	UH-MBW-066-S	BULK	56.70	0.72	15.60	0.02	9.50	0.00	0.15	3.85	9.10	2.55	1.45	0.13	0.00	160.00	80.00	30.00	110.00	330.00		"V2O3: 0.033, NiO: 0.008, ZnO: 0.011, SO3: 0.04, Cl: 0.032, BaO: 0.043, SrO: 0.019, CuO: 0.016, Rb2O: 0.0068, Y2O3: 0.003 wt%"
742	UH-MBW-067-R	BULK	57.00	0.86	16.00	0.01	8.80	0.00	0.13	3.50	9.20	2.60	1.50	0.13	0.00	140.00	80.00	30.00	130.00	470.00		"V2O3: 0.047, NiO: 0.008, ZnO: 0.013, SO3: 0.09, Cl: 0.036, BaO: 0.05, SrO: 0.02, CuO: 0.014, Rb2O: 0.006, Y2O3: 0.003 wt%"
743	UH-MBW-067-S	BULK	57.67	0.71	16.00	0.01	8.50	0.00	0.13	3.60	9.10	2.60	1.40	0.11	0.00	110.00	90.00	30.00	90.00	400.00		"V2O3: 0.04, NiO: 0.009, ZnO: 0.009, SO3: 0.031, Cl: 0.036, BaO: 0.042, SrO: 0.017, CuO: 0.011, Rb2O: 0.006, Y2O3: 0.003 wt%"
744	MM-MEM-076-A	GLS 	49.95	1.00	7.40	0.00	0.00	19.36	0.48	7.13	10.99	1.50	0.38	0.70	0.00	0.00	0.00	0.00	0.00	0.00	Arizona State University electron microprobe facility	
745	MM-MEM-077	GLS 	50.75	2.15	12.43	0.00	0.00	13.94	0.15	6.17	9.53	2.38	0.51	0.31	0.00	0.00	0.00	0.00	0.00	0.00	Arizona State University electron microprobe facility	
746	MM-MEM-078	GLS 	58.92	1.03	15.43	0.00	0.00	6.95	0.11	3.78	7.20	2.72	2.02	0.51	0.00	0.00	0.00	0.00	0.00	0.00	Arizona State University electron microprobe facility	
747	MM-MEM-079	GLS 	57.56	0.52	11.30	0.00	0.00	15.26	0.18	1.12	7.49	2.71	1.54	1.47	0.00	0.00	0.00	0.00	0.00	0.00	Arizona State University electron microprobe facility	
748	MM-MEM-080	GLS 	67.82	0.66	11.71	0.00	0.00	8.02	0.28	0.92	4.47	4.31	1.57	0.26	0.00	0.00	0.00	0.00	0.00	0.00	Arizona State University electron microprobe facility	
749	PL-H1T-114	PLG 	55.69	0.07	29.15	0.00	0.45	0.10	0.00	0.17	8.74	5.01	0.25	0.03	0.30	0.00	0.00	0.00	0.00	0.00		"SrO: 0.111, Cl: 0.022"
750	PL-H1T-115	PLG 	52.24	0.08	30.35	0.03	0.66	0.10	0.01	0.42	12.20	3.04	0.09	0.02	0.80	0.00	0.00	0.00	0.00	0.00		"SO3: 0.01, NiO: 0.006, CuO: 0.004, Ga2O3: 0.002, SrO: 0.054"
751	MT-A1W-114	BULK	48.20	0.63	13.90	0.33	0.00	18.00	0.58	6.33	10.60	0.49	0.04	0.07	0.00	0.00	0.00	0.00	0.00	0.00	NASA Johnson Space Center Cameca SX-100	SO2: 0.4 wt%
752	MT-A1W-114	CPX	48.45	0.62	2.20	0.29	0.00	26.95	0.92	10.59	9.40	0.03	0.01	0.04	0.00	0.00	0.00	0.00	0.00	0.00	NASA Johnson Space Center Cameca SX-100	"SO2: 0.02 wt%, En 3.8-57.3 Fs 26.5-74.8 Wo 2.6-18.4"
753	MT-A1W-114	PLG 	48.52	0.04	30.26	0.01	0.00	1.60	0.05	0.40	17.07	1.14	0.04	0.01	0.00	0.00	0.00	0.00	0.00	0.00	NASA Johnson Space Center Cameca SX-100	"SO2: 0.02, NiO: 0.01 wt%, Ab 9.7-13.1 An 86.7-90.1 Or 0.1-0.4"
754	MT-A1W-114	CHR 	0.02	7.48	6.73	43.52	0.00	37.77	0.64	0.62	0.13	0.04	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	NASA Johnson Space Center Cameca SX-100	"SO2: 0.01, NiO: 0.02 wt%"
755	TP-SWP-001	GLS 	76.51	0.03	12.56	0.00	0.00	0.70	0.07	0.01	0.25	4.47	4.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"Tabb Prissel, Brown Geological Sciences"	H2O: 1.39 wt%
756	JE-JEE-001	BULK	46.70	0.41	24.40	0.11	4.16	0.00	0.07	7.90	13.60	1.26	0.08	0.15	0.00	0.00	0.00	0.00	0.00	0.00	USGS mill sand analysis from the NU-LHT-2M TM (Meurer and Boudreau 1996)	
757	JE-JEE-001	GLS 	46.60	0.12	21.55	0.12	5.65	0.00	0.09	9.50	12.60	0.97	0.12	0.07	2.74	0.00	0.00	0.00	0.00	0.00	USGS mill sand analysis from the NU-LHT-2M TM (Meurer and Boudreau 1996)	
758	JE-JEE-001	OLV 	38.01	0.00	0.00	0.00	0.00	22.32	0.29	38.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	USGS mill sand analysis from the NU-LHT-2M TM (Meurer and Boudreau 1996)	NiO: 0.29 wt%
759	JE-JEE-001	PLG 	48.47	0.00	32.74	0.00	0.00	0.39	0.00	0.01	16.21	2.24	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	USGS mill sand analysis from the NU-LHT-2M TM (Meurer and Boudreau 1996)	
760	JE-JEE-001	CPX	51.85	0.78	2.26	0.08	0.00	7.23	0.19	15.37	22.42	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	USGS mill sand analysis from the NU-LHT-2M TM (Meurer and Boudreau 1996)	NiO: 0.04 wt%
761	JE-JEE-001	OPX	54.52	0.24	0.92	0.05	0.00	13.99	0.29	27.99	1.69	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	USGS mill sand analysis from the NU-LHT-2M TM (Meurer and Boudreau 1996)	
762	JE-JEE-010	BULK	46.67	1.71	15.79	0.02	12.50	8.17	0.19	9.39	9.90	2.83	0.78	0.71	0.00	0.00	0.00	0.00	0.00	0.00	NASA Marshall Space Flight Center	"V2O3: 0.04, CoO: 0.01, NiO: 0.02 wt%"
763	JE-JEE-010	GLS 	46.11	2.80	14.92	0.01	0.00	12.66	0.22	5.07	9.98	3.96	1.43	1.02	0.00	0.00	0.00	0.00	0.00	0.00	NASA Marshall Space Flight Center	
764	JE-JEE-010	PLG 	49.80	0.10	31.87	0.01	0.00	0.85	0.02	0.15	14.19	3.22	0.13	0.02	0.00	0.00	0.00	0.00	0.00	0.00	NASA Marshall Space Flight Center	
765	JE-JEE-010	OLV 	37.71	0.17	0.56	0.01	0.00	23.16	0.40	36.10	0.72	0.11	0.06	0.41	0.00	0.00	0.00	0.00	0.00	0.00	NASA Marshall Space Flight Center	
766	JE-JEE-010	TMG	1.94	14.36	6.14	1.05	0.00	65.35	0.46	4.77	0.48	0.18	0.09	0.05	0.00	0.00	0.00	0.00	0.00	0.00	NASA Marshall Space Flight Center	
767	CB-EAC-009-A	CAL	0.11	0.00	0.01	0.00	0.00	0.00	0.01	1.41	98.04	0.41	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	Stan Mertzman-Franklin and Marshall College	
768	CB-EAC-012-A	CAL	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.29	98.57	0.36	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	Stan Mertzman-Franklin and Marshall College	
769	CB-EAC-014-A	MGN	31.21	0.00	0.00	0.00	0.00	0.00	0.00	0.01	53.79	14.63	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Stan Mertzman-Franklin and Marshall College	
770	CB-EAC-021-A	ART	0.00	0.00	0.00	0.00	0.00	0.00	0.00	41.30	3.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Stan Mertzman-Franklin and Marshall College	
771	CB-EAC-030-A	MAN	3.45	0.00	23.45	0.00	2.88	0.96	0.01	27.20	2.18	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	Stan Mertzman-Franklin and Marshall College	
772	CB-EAC-033-A	THE	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.09	0.38	53.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Stan Mertzman-Franklin and Marshall College	
773	CB-EAC-034-A	TRN	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.05	0.31	47.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Stan Mertzman-Franklin and Marshall College	
774	CB-EAC-035-A	HMG	0.01	0.04	0.00	0.00	0.18	0.00	0.00	73.43	0.10	0.04	1.24	0.04	0.00	0.00	0.00	0.00	0.00	0.00	Stan Mertzman-Franklin and Marshall College	
775	CB-EAC-037-A	BRG	0.00	0.00	0.00	0.00	13.20	0.00	1.80	42.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Stan Mertzman-Franklin and Marshall College	
776	JE-JEE-014	BULK	47.71	1.59	15.02	0.04	3.44	7.35	0.18	9.01	10.42	2.70	0.82	0.66	0.71	0.00	0.00	0.00	0.00	0.00	USGS Denver	"H2O: 0.52, CO2: 0.05 wt%"
777	JE-JEE-015	BULK	47.20	2.30	16.70	0.00	5.90	6.20	0.21	6.50	9.20	3.50	1.10	0.52	0.00	0.00	0.00	0.00	0.00	0.00	USGS Denver	
778	JE-JEE-017	BULK	48.28	0.05	32.01	0.00	0.09	1.34	0.01	0.22	15.43	2.38	0.16	0.01	0.39	0.00	0.00	0.00	0.00	0.00	University of New Brunswick	
779	JE-JEE-018	BULK	48.22	0.05	33.01	0.00	0.09	1.34	0.01	0.22	15.43	2.38	0.16	0.01	0.39	0.00	0.00	0.00	0.00	0.00	University of New Brunswick	
780	JE-JEE-019	BULK	47.49	0.14	22.59	0.02	0.73	7.80	0.17	10.24	8.02	1.65	0.07	0.06	0.00	0.00	0.00	0.00	0.00	0.00	JAXA / Shimizu Corp.	"S: 0.01, H2O: 0.03 wt%"
781	JE-JEE-020	BULK	49.14	1.91	16.23	0.00	4.77	8.30	0.19	3.84	9.13	2.75	1.01	0.44	0.00	0.00	0.00	0.00	0.00	0.00	JAXA / Shimizu Corp.	H2O: 0.43 wt%
782	JE-JEE-021	BULK	49.13	5.47	12.33	0.04	9.90	6.02	0.36	6.15	6.67	2.16	0.32	0.12	0.00	0.00	0.00	0.00	0.00	0.00	JAXA / Shimizu Corp.	"S: 0.01, H2O: 0.38 wt%"
783	JE-JEE-022	BULK	34.75	3.50	21.00	0.00	10.50	3.00	0.25	3.00	5.50	2.25	0.55	0.80	0.00	0.00	0.00	0.00	0.00	0.00	"Orbital Technologies, Inc."	
784	JE-JEE-023	BULK	47.90	1.58	17.20	0.00	11.70	0.00	0.24	6.44	8.93	3.95	2.42	0.98	0.00	0.00	0.00	0.00	0.00	0.00	Colorado School of Mines	
785	MT-AWB-169	BULK	47.90	0.12	0.91	0.63	0.00	17.30	0.56	31.00	1.37	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"Beck and McSween (2010) MAPS 45, 850.  Mittlefehldt et al. (2011) in press."	
786	JE-JEE-029	BULK	46.67	1.71	15.79	0.02	12.50	8.17	0.19	9.39	9.90	2.83	0.78	0.71	0.00	0.00	0.00	0.00	0.00	0.00	NASA Marshall Space Flight Center	"V2O3: 0.04, CoO: 0.01, NiO: 0.02, ZnO: 0.01 wt%"
787	JE-JEE-029	PLG 	49.80	0.10	31.87	0.01	0.00	0.85	0.02	0.15	14.19	3.22	0.13	0.02	0.00	0.00	0.00	0.00	0.00	0.00	NASA Marshall Space Flight Center	
788	JE-JEE-029	GLS 	46.11	2.80	14.92	0.01	0.00	12.66	0.22	5.07	9.98	3.96	1.43	1.02	0.00	0.00	0.00	0.00	0.00	0.00	NASA Marshall Space Flight Center	
789	JE-JEE-029	CPX	47.18	2.47	5.56	0.08	0.00	10.31	0.22	12.31	20.27	0.58	0.08	0.28	0.00	0.00	0.00	0.00	0.00	0.00	NASA Marshall Space Flight Center	
790	JE-JEE-029	OLV 	37.71	0.17	0.56	0.01	0.00	23.16	0.40	36.10	0.72	0.11	0.06	0.41	0.00	0.00	0.00	0.00	0.00	0.00	NASA Marshall Space Flight Center	
791	JE-JEE-029	TMG	1.94	14.36	6.14	1.05	0.00	65.35	0.46	4.77	0.48	0.18	0.09	0.05	0.00	0.00	0.00	0.00	0.00	0.00	NASA Marshall Space Flight Center	
792	JE-JEE-030	BULK	46.67	1.71	15.79	0.02	12.50	8.17	0.19	9.39	9.90	2.83	0.78	0.71	0.00	0.00	0.00	0.00	0.00	0.00	NASA Marshall Space Flight Center	"V2O3: 0.04, CoO: 0.01, NiO: 0.02, ZnO: 0.01 wt%"
793	JE-JEE-032	BULK	46.70	0.41	24.40	0.11	4.61	0.00	0.07	7.90	13.60	1.26	0.08	0.15	0.00	0.00	0.00	0.00	0.00	0.00	NASA Marshall Space Flight Center	
794	JE-JEE-032	GLS 	46.60	0.12	21.55	0.12	5.65	0.00	0.09	9.50	12.60	0.97	0.12	0.07	2.74	0.00	0.00	0.00	0.00	0.00	USGS mill sand analysis from the NU-LHT-2M TM (Meurer and Boudreau 1996)	
795	JE-JEE-032	PLG 	48.48	0.00	32.75	0.00	0.00	0.39	0.00	0.01	16.21	2.24	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	USGS mill sand analysis from the NU-LHT-2M TM (Meurer and Boudreau 1996)	
796	JE-JEE-032	OLV 	38.01	0.00	0.00	0.00	0.00	22.32	0.29	38.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	USGS mill sand analysis from the NU-LHT-2M TM (Meurer and Boudreau 1996)	NiO: 0.29 wt%
797	JE-JEE-032	CPX	51.85	0.78	2.26	0.08	0.00	7.23	0.19	15.37	22.42	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	USGS mill sand analysis from the NU-LHT-2M TM (Meurer and Boudreau 1996)	NiO: 0.04 wt%
798	JE-JEE-032	OPX	54.52	0.24	0.92	0.05	0.00	13.99	0.29	27.99	1.69	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	USGS mill sand analysis from the NU-LHT-2M TM (Meurer and Boudreau 1996)	
799	DW-MJR-001-A	GLS 	46.50	0.36	8.38	0.66	0.00	15.06	0.28	18.80	9.39	0.17	0.04	0.13	0.00	0.00	0.00	0.00	0.00	0.00		Common for all GG samples
800	DW-MJR-007	GLS 	49.14	1.85	17.39	0.00	0.00	10.41	0.16	5.83	8.68	3.32	1.68	1.36	0.00	0.00	0.00	0.00	0.00	0.00		Common for all DTB samples
801	DW-MJR-008	GLS 	77.04	0.11	12.76	0.00	0.00	0.68	0.07	0.08	0.58	4.07	4.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00		Common for all ECH samples
802	DW-MJR-010	GLS 	49.89	0.89	15.57	0.00	0.00	7.82	0.02	5.75	11.40	1.95	7.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00		Common for all Alb samples
803	PP-ALS-107	ENS	58.30	0.04	1.56	0.01	0.84	0.33	0.01	38.87	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	American Museum of Natural History	"NiO: 0.010, ZnO: 0.011 wt%"
804	PP-ALS-108	DIO	53.78	0.08	0.72	0.00	0.88	2.16	0.18	16.43	25.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	American Museum of Natural History	"NiO: 0.027, ZnO: 0.008 wt%"
805	DW-MJR-030	GLS 	39.50	9.37	6.27	0.00	0.00	22.53	0.34	14.06	7.40	0.55	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00		Common for all OG samples
806	DW-MJR-031	GLS 	42.88	3.54	8.33	0.49	0.00	21.71	0.20	13.81	8.61	0.42	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00		Common for all YG samples
807	RM-REM-133	HIS	36.63	0.00	0.96	0.00	39.23	0.00	3.56	0.35	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"Eggleton T. and D. Tilley (1998) Hisingerite: A ferric kaolin mineral with curved morphology, Clays and Clay Minerals 46, 400-413."	
808	RM-REM-134	HIS	38.78	0.00	0.83	0.00	20.69	0.00	22.09	3.05	0.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"Eggleton T. and D. Tilley (1998) Hisingerite: A ferric kaolin mineral with curved morphology, Clays and Clay Minerals 46, 400-413."	
809	RM-REM-136	HIS	35.83	0.00	0.56	0.00	44.08	0.00	0.10	0.75	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"Eggleton T. and D. Tilley (1998) Hisingerite: A ferric kaolin mineral with curved morphology, Clays and Clay Minerals 46, 400-413."	
810	RM-REM-137	HIS	36.98	0.00	0.05	0.00	40.57	0.00	2.63	2.27	1.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"Eggleton T. and D. Tilley (1998) Hisingerite: A ferric kaolin mineral with curved morphology, Clays and Clay Minerals 46, 400-413."	
811	RM-REM-138	HIS	39.01	0.00	2.92	0.00	36.38	0.00	2.92	2.19	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"Eggleton T. and D. Tilley (1998) Hisingerite: A ferric kaolin mineral with curved morphology, Clays and Clay Minerals 46, 400-413."	
812	BP-MJR-001	GLS 	49.14	1.85	17.39	0.00	0.00	10.41	0.16	5.83	8.68	3.32	1.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00		
813	OL-JJG-019	OLV 	55.85	0.00	0.80	0.23	0.00	1.56	0.06	23.05	6.04	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	NiO: 0.0356905 wt%	
814	CP-JJG-001	AUG 	50.31	1.43	4.78	0.46	0.00	4.34	0.08	15.87	22.57	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		
815	TP-SWP-007	GLS 	45.80	0.93	17.40	0.35	0.00	4.80	0.19	17.00	12.50	0.19	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Prissel et al. (2014a)	"Mg#: 86.3, %An: 50.2"
816	TP-SWP-004	GLS 	44.40	0.47	26.40	0.16	0.00	2.60	0.07	8.80	16.40	0.19	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Prissel et al. (2014a)	"Mg#: 86.0, %An: 74.1"
817	TP-SWP-009	GLS 	57.00	7.00	11.20	0.04	0.00	12.00	0.40	1.70	8.00	0.21	1.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Prissel et al. (2014a)	
818	TP-SWP-009	OLV 	41.80	0.00	0.20	0.34	0.00	5.70	0.17	52.40	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Prissel et al. (2014a)	Mg#: 94.3
819	TP-SWP-009	SPI	0.23	0.24	53.10	16.30	0.00	7.90	0.19	21.40	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Prissel et al. (2014a)	"Mg#: 82.8, Cr#: 17.1"
